#motif_id	gene_name	motif_similarity_qvalue	orthologous_identity	description
Hoxa11_glue	Hoxa11	0.0	1.0	placeholder
Grhl1_glue	Grhl1	0.0	1.0	placeholder
Meox1_glue	Meox1	0.0	1.0	placeholder
Pax6_glue	Pax6	0.0	1.0	placeholder
Lhx2_glue	Lhx2	0.0	1.0	placeholder
Alx3_glue	Alx3	0.0	1.0	placeholder
Hoxb7_glue	Hoxb7	0.0	1.0	placeholder
T_glue	T	0.0	1.0	placeholder
Smad3_glue	Smad3	0.0	1.0	placeholder
Smad5_glue	Smad5	0.0	1.0	placeholder
Rorb_glue	Rorb	0.0	1.0	placeholder
Zfp784_glue	Zfp784	0.0	1.0	placeholder
Sox12_glue	Sox12	0.0	1.0	placeholder
Hes6_glue	Hes6	0.0	1.0	placeholder
Dbp_glue	Dbp	0.0	1.0	placeholder
Camta2_glue	Camta2	0.0	1.0	placeholder
Onecut2_glue	Onecut2	0.0	1.0	placeholder
Arf4_glue	Arf4	0.0	1.0	placeholder
Hif1a_glue	Hif1a	0.0	1.0	placeholder
Mybl2_glue	Mybl2	0.0	1.0	placeholder
E2f2_glue	E2f2	0.0	1.0	placeholder
E2f3_glue	E2f3	0.0	1.0	placeholder
E2f4_glue	E2f4	0.0	1.0	placeholder
E2f1_glue	E2f1	0.0	1.0	placeholder
Hinfp_glue	Hinfp	0.0	1.0	placeholder
Barhl2_glue	Barhl2	0.0	1.0	placeholder
Hoxa9_glue	Hoxa9	0.0	1.0	placeholder
Hap1_glue	Hap1	0.0	1.0	placeholder
Cebpb_glue	Cebpb	0.0	1.0	placeholder
Zbtb6_supp	Zbtb6	0.0	1.0	placeholder
Osr2_supp	Osr2	0.0	1.0	placeholder
Pou2f3_supp	Pou2f3	0.0	1.0	placeholder
Eomes_supp	Eomes	0.0	1.0	placeholder
Tbr1_supp	Tbr1	0.0	1.0	placeholder
Tbx2_supp	Tbx2	0.0	1.0	placeholder
Tbx21_supp	Tbx21	0.0	1.0	placeholder
Rreb1_supp	Rreb1	0.0	1.0	placeholder
Klf15_supp	Klf15	0.0	1.0	placeholder
Gli3_supp	Gli3	0.0	1.0	placeholder
Egr4_supp	Egr4	0.0	1.0	placeholder
Egr3_supp	Egr3	0.0	1.0	placeholder
Egr1_supp	Egr1	0.0	1.0	placeholder
Wt1_supp	Wt1	0.0	1.0	placeholder
Egr2_supp	Egr2	0.0	1.0	placeholder
Klf9_supp	Klf9	0.0	1.0	placeholder
Zbtb14_supp	Zbtb14	0.0	1.0	placeholder
Sp3_supp	Sp3	0.0	1.0	placeholder
Sp8_supp	Sp8	0.0	1.0	placeholder
Sp9_supp	Sp9	0.0	1.0	placeholder
Klf11_supp	Klf11	0.0	1.0	placeholder
Klf16_supp	Klf16	0.0	1.0	placeholder
Klf1_supp	Klf1	0.0	1.0	placeholder
Klf10_supp	Klf10	0.0	1.0	placeholder
Klf12_supp	Klf12	0.0	1.0	placeholder
Klf2_supp	Klf2	0.0	1.0	placeholder
Klf7_supp	Klf7	0.0	1.0	placeholder
Sp4_supp	Sp4	0.0	1.0	placeholder
Zfp768_supp	Zfp768	0.0	1.0	placeholder
Gm10037_supp	Gm10037	0.0	1.0	placeholder
Zfp281_supp	Zfp281	0.0	1.0	placeholder
Zfp282_supp	Zfp282	0.0	1.0	placeholder
Neurod2_supp	Neurod2	0.0	1.0	placeholder
Olig2_supp	Olig2	0.0	1.0	placeholder
Zfp667_supp	Zfp667	0.0	1.0	placeholder
Zic3_supp	Zic3	0.0	1.0	placeholder
Zfp263_supp	Zfp263	0.0	1.0	placeholder
Sp1_supp	Sp1	0.0	1.0	placeholder
Klf4_supp	Klf4	0.0	1.0	placeholder
Irf3_supp	Irf3	0.0	1.0	placeholder
Irf1_supp	Irf1	0.0	1.0	placeholder
Irf7_supp	Irf7	0.0	1.0	placeholder
Zfp14_supp	Zfp14	0.0	1.0	placeholder
Tfcp2_supp	Tfcp2	0.0	1.0	placeholder
Vdr_supp	Vdr	0.0	1.0	placeholder
Spi1_supp	Spi1	0.0	1.0	placeholder
Zkscan1_supp	Zkscan1	0.0	1.0	placeholder
Bnc2_supp	Bnc2	0.0	1.0	placeholder
Tcf12_supp	Tcf12	0.0	1.0	placeholder
Zeb1_supp	Zeb1	0.0	1.0	placeholder
Ebf1_supp	Ebf1	0.0	1.0	placeholder
Ebf2_supp	Ebf2	0.0	1.0	placeholder
Ebf3_supp	Ebf3	0.0	1.0	placeholder
Spz1_supp	Spz1	0.0	1.0	placeholder
Gata6_supp	Gata6	0.0	1.0	placeholder
Stat4_supp	Stat4	0.0	1.0	placeholder
Stat5a_supp	Stat5a	0.0	1.0	placeholder
Stat1_supp	Stat1	0.0	1.0	placeholder
Stat3_supp	Stat3	0.0	1.0	placeholder
Zscan29_supp	Zscan29	0.0	1.0	placeholder
Tbx18_supp	Tbx18	0.0	1.0	placeholder
Tbx3_supp	Tbx3	0.0	1.0	placeholder
Zfp574_supp	Zfp574	0.0	1.0	placeholder
Klf5_supp	Klf5	0.0	1.0	placeholder
Yy1_supp	Yy1	0.0	1.0	placeholder
Tcf7l2_supp	Tcf7l2	0.0	1.0	placeholder
Gata4_supp	Gata4	0.0	1.0	placeholder
Erg_supp	Erg	0.0	1.0	placeholder
Etv1_supp	Etv1	0.0	1.0	placeholder
Gabpa_supp	Gabpa	0.0	1.0	placeholder
Ppard_supp	Ppard	0.0	1.0	placeholder
Nr2c2_supp	Nr2c2	0.0	1.0	placeholder
Nr2f6_supp	Nr2f6	0.0	1.0	placeholder
Rxra_supp	Rxra	0.0	1.0	placeholder
Spib_supp	Spib	0.0	1.0	placeholder
Elf1_supp	Elf1	0.0	1.0	placeholder
Zkscan5_supp	Zkscan5	0.0	1.0	placeholder
Tcf3_supp	Tcf3	0.0	1.0	placeholder
Zfp652_supp	Zfp652	0.0	1.0	placeholder
Zfp189_supp	Zfp189	0.0	1.0	placeholder
Myb_supp	Myb	0.0	1.0	placeholder
Mef2c_supp	Mef2c	0.0	1.0	placeholder
Mef2a_supp	Mef2a	0.0	1.0	placeholder
Prdm1_supp	Prdm1	0.0	1.0	placeholder
Tcf4_supp	Tcf4	0.0	1.0	placeholder
Mafg_supp	Mafg	0.0	1.0	placeholder
Foxb1_supp	Foxb1	0.0	1.0	placeholder
Phox2b_supp	Phox2b	0.0	1.0	placeholder
Lin54_supp	Lin54	0.0	1.0	placeholder
Prdm5_supp	Prdm5	0.0	1.0	placeholder
Zfp384_supp	Zfp384	0.0	1.0	placeholder
Nr5a1_supp	Nr5a1	0.0	1.0	placeholder
Zfp275_supp	Zfp275	0.0	1.0	placeholder
Pou6f2_supp	Pou6f2	0.0	1.0	placeholder
Zfp317_supp	Zfp317	0.0	1.0	placeholder
Stat2_supp	Stat2	0.0	1.0	placeholder
Neurog2_supp	Neurog2	0.0	1.0	placeholder
Atoh1_supp	Atoh1	0.0	1.0	placeholder
Nrf1_supp	Nrf1	0.0	1.0	placeholder
Tcfl5_supp	Tcfl5	0.0	1.0	placeholder
Foxa3_supp	Foxa3	0.0	1.0	placeholder
Foxk2_supp	Foxk2	0.0	1.0	placeholder
Foxo1_supp	Foxo1	0.0	1.0	placeholder
Foxp1_supp	Foxp1	0.0	1.0	placeholder
Foxp2_supp	Foxp2	0.0	1.0	placeholder
Foxc1_supp	Foxc1	0.0	1.0	placeholder
Foxe1_supp	Foxe1	0.0	1.0	placeholder
Foxj3_supp	Foxj3	0.0	1.0	placeholder
Pbx2_supp	Pbx2	0.0	1.0	placeholder
Spic_supp	Spic	0.0	1.0	placeholder
Zfp143_supp	Zfp143	0.0	1.0	placeholder
Gfi1_supp	Gfi1	0.0	1.0	placeholder
Zfp335_supp	Zfp335	0.0	1.0	placeholder
Meox2_supp	Meox2	0.0	1.0	placeholder
Thap1_supp	Thap1	0.0	1.0	placeholder
Nfe2l2_supp	Nfe2l2	0.0	1.0	placeholder
Ctcf_supp	Ctcf	0.0	1.0	placeholder
Scrt1_supp	Scrt1	0.0	1.0	placeholder
Scrt2_supp	Scrt2	0.0	1.0	placeholder
Dmrta1_supp	Dmrta1	0.0	1.0	placeholder
Dmrta2_supp	Dmrta2	0.0	1.0	placeholder
Thap11_supp	Thap11	0.0	1.0	placeholder
Thra_supp	Thra	0.0	1.0	placeholder
Usf1_supp	Usf1	0.0	1.0	placeholder
Pbx3_supp	Pbx3	0.0	1.0	placeholder
Pknox1_supp	Pknox1	0.0	1.0	placeholder
Pou4f1_supp	Pou4f1	0.0	1.0	placeholder
Tcp1_supp	Tcp1	0.0	1.0	placeholder
Klf6_supp	Klf6	0.0	1.0	placeholder
Ikzf1_supp	Ikzf1	0.0	1.0	placeholder
Ikzf3_supp	Ikzf3	0.0	1.0	placeholder
Ehf_supp	Ehf	0.0	1.0	placeholder
Zfp78_supp	Zfp78	0.0	1.0	placeholder
E2f6_supp	E2f6	0.0	1.0	placeholder
Klf17_supp	Klf17	0.0	1.0	placeholder
Elf5_supp	Elf5	0.0	1.0	placeholder
Ctcfl_supp	Ctcfl	0.0	1.0	placeholder
Zbtb18_supp	Zbtb18	0.0	1.0	placeholder
Nr1d1_supp	Nr1d1	0.0	1.0	placeholder
Pbx1_supp	Pbx1	0.0	1.0	placeholder
Maff_supp	Maff	0.0	1.0	placeholder
Plag1_supp	Plag1	0.0	1.0	placeholder
Nfat5_supp	Nfat5	0.0	1.0	placeholder
Rbpj_supp	Rbpj	0.0	1.0	placeholder
Prdm15_supp	Prdm15	0.0	1.0	placeholder
Tfcp2l1_supp	Tfcp2l1	0.0	1.0	placeholder
Gata3_supp	Gata3	0.0	1.0	placeholder
Trps1_supp	Trps1	0.0	1.0	placeholder
Stat5b_supp	Stat5b	0.0	1.0	placeholder
Atf4_supp	Atf4	0.0	1.0	placeholder
Tfap4_supp	Tfap4	0.0	1.0	placeholder
Gata2_supp	Gata2	0.0	1.0	placeholder
Nr6a1_supp	Nr6a1	0.0	1.0	placeholder
Tbx6_supp	Tbx6	0.0	1.0	placeholder
Rbpjl_supp	Rbpjl	0.0	1.0	placeholder
Pknox2_supp	Pknox2	0.0	1.0	placeholder
Tgif1_supp	Tgif1	0.0	1.0	placeholder
Tgif2_supp	Tgif2	0.0	1.0	placeholder
Nfic_supp	Nfic	0.0	1.0	placeholder
Nfix_supp	Nfix	0.0	1.0	placeholder
Creb3l2_supp	Creb3l2	0.0	1.0	placeholder
Max_supp	Max	0.0	1.0	placeholder
Mnt_supp	Mnt	0.0	1.0	placeholder
Zfp42_supp	Zfp42	0.0	1.0	placeholder
Tcf7_supp	Tcf7	0.0	1.0	placeholder
Tcf7l1_supp	Tcf7l1	0.0	1.0	placeholder
Bcl6b_supp	Bcl6b	0.0	1.0	placeholder
Elf2_supp	Elf2	0.0	1.0	placeholder
Elf4_supp	Elf4	0.0	1.0	placeholder
Nkx2-1_supp	Nkx2-1	0.0	1.0	placeholder
Zfp523_supp	Zfp523	0.0	1.0	placeholder
Sox10_supp	Sox10	0.0	1.0	placeholder
Zfp740_supp	Zfp740	0.0	1.0	placeholder
Runx1_supp	Runx1	0.0	1.0	placeholder
Pou6f1_supp	Pou6f1	0.0	1.0	placeholder
Osr1_supp	Osr1	0.0	1.0	placeholder
Tead1_supp	Tead1	0.0	1.0	placeholder
Hsf1_supp	Hsf1	0.0	1.0	placeholder
Creb3l4_supp	Creb3l4	0.0	1.0	placeholder
Patz1_supp	Patz1	0.0	1.0	placeholder
Maz_supp	Maz	0.0	1.0	placeholder
Zfp148_supp	Zfp148	0.0	1.0	placeholder
Sp5_supp	Sp5	0.0	1.0	placeholder
Hnf4a_supp	Hnf4a	0.0	1.0	placeholder
Hnf4g_supp	Hnf4g	0.0	1.0	placeholder
Mafk_supp	Mafk	0.0	1.0	placeholder
Nfya_supp	Nfya	0.0	1.0	placeholder
Nfyc_supp	Nfyc	0.0	1.0	placeholder
Tfap2a_supp	Tfap2a	0.0	1.0	placeholder
Tfap2c_supp	Tfap2c	0.0	1.0	placeholder
Esrra_supp	Esrra	0.0	1.0	placeholder
Rora_supp	Rora	0.0	1.0	placeholder
Esrrb_supp	Esrrb	0.0	1.0	placeholder
Esrrg_supp	Esrrg	0.0	1.0	placeholder
Mxi1_supp	Mxi1	0.0	1.0	placeholder
Mecom_supp	Mecom	0.0	1.0	placeholder
Atf3_supp	Atf3	0.0	1.0	placeholder
Fosl2_supp	Fosl2	0.0	1.0	placeholder
Satb1_supp	Satb1	0.0	1.0	placeholder
Rarg_supp	Rarg	0.0	1.0	placeholder
Prdm14_supp	Prdm14	0.0	1.0	placeholder
Nr1d2_supp	Nr1d2	0.0	1.0	placeholder
Abi3_supp	Abi3	0.0	1.0	placeholder
Hsf4_supp	Hsf4	0.0	1.0	placeholder
Zbtb12_supp	Zbtb12	0.0	1.0	placeholder
Zic2_supp	Zic2	0.0	1.0	placeholder
Zbtb7a_supp	Zbtb7a	0.0	1.0	placeholder
Hsf2_supp	Hsf2	0.0	1.0	placeholder
Hoxb13_supp	Hoxb13	0.0	1.0	placeholder
Cdx2_supp	Cdx2	0.0	1.0	placeholder
Hoxd13_supp	Hoxd13	0.0	1.0	placeholder
Nkx2-5_supp	Nkx2-5	0.0	1.0	placeholder
Rarb_supp	Rarb	0.0	1.0	placeholder
Rxrb_supp	Rxrb	0.0	1.0	placeholder
Rxrg_supp	Rxrg	0.0	1.0	placeholder
Crx_supp	Crx	0.0	1.0	placeholder
Alx4_supp	Alx4	0.0	1.0	placeholder
Lmx1b_supp	Lmx1b	0.0	1.0	placeholder
Batf3_supp	Batf3	0.0	1.0	placeholder
Hand2_supp	Hand2	0.0	1.0	placeholder
Zfp324_supp	Zfp324	0.0	1.0	placeholder
Plagl2_supp	Plagl2	0.0	1.0	placeholder
Glis2_supp	Glis2	0.0	1.0	placeholder
Thrb_supp	Thrb	0.0	1.0	placeholder
Zbtb7b_supp	Zbtb7b	0.0	1.0	placeholder
Zbtb7c_supp	Zbtb7c	0.0	1.0	placeholder
Klf3_supp	Klf3	0.0	1.0	placeholder
E2f7_supp	E2f7	0.0	1.0	placeholder
Tead2_supp	Tead2	0.0	1.0	placeholder
Tead4_supp	Tead4	0.0	1.0	placeholder
Pou4f2_supp	Pou4f2	0.0	1.0	placeholder
Nr2f1_supp	Nr2f1	0.0	1.0	placeholder
Plagl1_supp	Plagl1	0.0	1.0	placeholder
Insm1_supp	Insm1	0.0	1.0	placeholder
Mafb_supp	Mafb	0.0	1.0	placeholder
Cebpg_supp	Cebpg	0.0	1.0	placeholder
Srebf1_supp	Srebf1	0.0	1.0	placeholder
Srebf2_supp	Srebf2	0.0	1.0	placeholder
Irf6_supp	Irf6	0.0	1.0	placeholder
Nrg1_supp	Nrg1	0.0	1.0	placeholder
Rest_supp	Rest	0.0	1.0	placeholder
Zfp454_supp	Zfp454	0.0	1.0	placeholder
Rara_supp	Rara	0.0	1.0	placeholder
Zic5_supp	Zic5	0.0	1.0	placeholder
Ascl1_supp	Ascl1	0.0	1.0	placeholder
Myog_supp	Myog	0.0	1.0	placeholder
Bhlhe22_supp	Bhlhe22	0.0	1.0	placeholder
Rel_supp	Rel	0.0	1.0	placeholder
Rela_supp	Rela	0.0	1.0	placeholder
Nfkb1_supp	Nfkb1	0.0	1.0	placeholder
Nfkb2_supp	Nfkb2	0.0	1.0	placeholder
Lep_supp	Lep	0.0	1.0	placeholder
Irf9_supp	Irf9	0.0	1.0	placeholder
Irf4_supp	Irf4	0.0	1.0	placeholder
Irf5_supp	Irf5	0.0	1.0	placeholder
Sox11_supp	Sox11	0.0	1.0	placeholder
Sox4_supp	Sox4	0.0	1.0	placeholder
Gli1_supp	Gli1	0.0	1.0	placeholder
Gli2_supp	Gli2	0.0	1.0	placeholder
Nfyb_supp	Nfyb	0.0	1.0	placeholder
Gcm1_supp	Gcm1	0.0	1.0	placeholder
Mitf_supp	Mitf	0.0	1.0	placeholder
Bhlhe23_supp	Bhlhe23	0.0	1.0	placeholder
Atoh7_supp	Atoh7	0.0	1.0	placeholder
Neurog1_supp	Neurog1	0.0	1.0	placeholder
Creb1_supp	Creb1	0.0	1.0	placeholder
Zic4_supp	Zic4	0.0	1.0	placeholder
Zic1_supp	Zic1	0.0	1.0	placeholder
Irf2_supp	Irf2	0.0	1.0	placeholder
Sox8_supp	Sox8	0.0	1.0	placeholder
Nr2f2_supp	Nr2f2	0.0	1.0	placeholder
Nr4a1_supp	Nr4a1	0.0	1.0	placeholder
Zfp692_supp	Zfp692	0.0	1.0	placeholder
Trp53_supp	Trp53	0.0	1.0	placeholder
Trp73_supp	Trp73	0.0	1.0	placeholder
Sox17_supp	Sox17	0.0	1.0	placeholder
Ascl2_supp	Ascl2	0.0	1.0	placeholder
Myf6_supp	Myf6	0.0	1.0	placeholder
Nfib_supp	Nfib	0.0	1.0	placeholder
Nkx2-2_supp	Nkx2-2	0.0	1.0	placeholder
Twist1_supp	Twist1	0.0	1.0	placeholder
Rfx6_supp	Rfx6	0.0	1.0	placeholder
Msc_supp	Msc	0.0	1.0	placeholder
Dmrt1_supp	Dmrt1	0.0	1.0	placeholder
Esr2_supp	Esr2	0.0	1.0	placeholder
Tbx19_supp	Tbx19	0.0	1.0	placeholder
Nfatc1_supp	Nfatc1	0.0	1.0	placeholder
Nfatc4_supp	Nfatc4	0.0	1.0	placeholder
Mzf1_supp	Mzf1	0.0	1.0	placeholder
Dlx2_supp	Dlx2	0.0	1.0	placeholder
Dlx5_supp	Dlx5	0.0	1.0	placeholder
Zfp128_supp	Zfp128	0.0	1.0	placeholder
Foxd3_supp	Foxd3	0.0	1.0	placeholder
Pou1f1_supp	Pou1f1	0.0	1.0	placeholder
Meis2_supp	Meis2	0.0	1.0	placeholder
Tfap2b_supp	Tfap2b	0.0	1.0	placeholder
Tfap2e_supp	Tfap2e	0.0	1.0	placeholder
Nfatc2_supp	Nfatc2	0.0	1.0	placeholder
Nfatc3_supp	Nfatc3	0.0	1.0	placeholder
Bsx_supp	Bsx	0.0	1.0	placeholder
Prdm4_supp	Prdm4	0.0	1.0	placeholder
Alx1_supp	Alx1	0.0	1.0	placeholder
Mgp_supp	Mgp	0.0	1.0	placeholder
Bach2_supp	Bach2	0.0	1.0	placeholder
Fosl1_supp	Fosl1	0.0	1.0	placeholder
Junb_supp	Junb	0.0	1.0	placeholder
Jund_supp	Jund	0.0	1.0	placeholder
Fos_supp	Fos	0.0	1.0	placeholder
Jun_supp	Jun	0.0	1.0	placeholder
Klf13_supp	Klf13	0.0	1.0	placeholder
Pparg_supp	Pparg	0.0	1.0	placeholder
Zfp382_supp	Zfp382	0.0	1.0	placeholder
Pitx3_supp	Pitx3	0.0	1.0	placeholder
Six1_supp	Six1	0.0	1.0	placeholder
Six4_supp	Six4	0.0	1.0	placeholder
Srf_supp	Srf	0.0	1.0	placeholder
Lef1_supp	Lef1	0.0	1.0	placeholder
Noto_supp	Noto	0.0	1.0	placeholder
Vsx2_supp	Vsx2	0.0	1.0	placeholder
Stat6_supp	Stat6	0.0	1.0	placeholder
Zfp410_supp	Zfp410	0.0	1.0	placeholder
Isl1_supp	Isl1	0.0	1.0	placeholder
Zfp354a_supp	Zfp354a	0.0	1.0	placeholder
Smad2_supp	Smad2	0.0	1.0	placeholder
Hic2_supp	Hic2	0.0	1.0	placeholder
Mef2d_supp	Mef2d	0.0	1.0	placeholder
Vezf1_supp	Vezf1	0.0	1.0	placeholder
Snai2_supp	Snai2	0.0	1.0	placeholder
Snai3_supp	Snai3	0.0	1.0	placeholder
Nr4a2_supp	Nr4a2	0.0	1.0	placeholder
Grhl2_supp	Grhl2	0.0	1.0	placeholder
Zfp449_supp	Zfp449	0.0	1.0	placeholder
Sp2_supp	Sp2	0.0	1.0	placeholder
Sox5_supp	Sox5	0.0	1.0	placeholder
Sox6_supp	Sox6	0.0	1.0	placeholder
Sox13_supp	Sox13	0.0	1.0	placeholder
Sox9_supp	Sox9	0.0	1.0	placeholder
Zfp341_supp	Zfp341	0.0	1.0	placeholder
Rfx7_supp	Rfx7	0.0	1.0	placeholder
Batf_supp	Batf	0.0	1.0	placeholder
Bach1_supp	Bach1	0.0	1.0	placeholder
Nhlh2_supp	Nhlh2	0.0	1.0	placeholder
Nfia_supp	Nfia	0.0	1.0	placeholder
Pou4f3_supp	Pou4f3	0.0	1.0	placeholder
Esr1_supp	Esr1	0.0	1.0	placeholder
Hes1_supp	Hes1	0.0	1.0	placeholder
Dmrt3_supp	Dmrt3	0.0	1.0	placeholder
Nr1i3_supp	Nr1i3	0.0	1.0	placeholder
Sox21_supp	Sox21	0.0	1.0	placeholder
Isx_supp	Isx	0.0	1.0	placeholder
Tbp_supp	Tbp	0.0	1.0	placeholder
Zbtb32_supp	Zbtb32	0.0	1.0	placeholder
Snai1_supp	Snai1	0.0	1.0	placeholder
Maf_supp	Maf	0.0	1.0	placeholder
Mafa_supp	Mafa	0.0	1.0	placeholder
Glis3_supp	Glis3	0.0	1.0	placeholder
Nr3c1_supp	Nr3c1	0.0	1.0	placeholder
Nr3c2_supp	Nr3c2	0.0	1.0	placeholder
Msantd3_supp	Msantd3	0.0	1.0	placeholder
Meis1_supp	Meis1	0.0	1.0	placeholder
Foxk1_supp	Foxk1	0.0	1.0	placeholder
Foxo3_supp	Foxo3	0.0	1.0	placeholder
Foxa1_supp	Foxa1	0.0	1.0	placeholder
Foxq1_supp	Foxq1	0.0	1.0	placeholder
Otp_supp	Otp	0.0	1.0	placeholder
Barx2_supp	Barx2	0.0	1.0	placeholder
Gsc2_supp	Gsc2	0.0	1.0	placeholder
Sox15_supp	Sox15	0.0	1.0	placeholder
Rfx4_supp	Rfx4	0.0	1.0	placeholder
Pif1_supp	Pif1	0.0	1.0	placeholder
Mtf1_supp	Mtf1	0.0	1.0	placeholder
Hmbox1_supp	Hmbox1	0.0	1.0	placeholder
Rax_supp	Rax	0.0	1.0	placeholder
Arx_supp	Arx	0.0	1.0	placeholder
Lhx3_supp	Lhx3	0.0	1.0	placeholder
Pax7_supp	Pax7	0.0	1.0	placeholder
Pax3_supp	Pax3	0.0	1.0	placeholder
Arid3b_supp	Arid3b	0.0	1.0	placeholder
Pax1_supp	Pax1	0.0	1.0	placeholder
Pax9_supp	Pax9	0.0	1.0	placeholder
Pax2_supp	Pax2	0.0	1.0	placeholder
Relb_supp	Relb	0.0	1.0	placeholder
Figla_supp	Figla	0.0	1.0	placeholder
Pou2f1_supp	Pou2f1	0.0	1.0	placeholder
Pou2f2_supp	Pou2f2	0.0	1.0	placeholder
Pou3f1_supp	Pou3f1	0.0	1.0	placeholder
Pou3f2_supp	Pou3f2	0.0	1.0	placeholder
Pou3f4_supp	Pou3f4	0.0	1.0	placeholder
Six3_supp	Six3	0.0	1.0	placeholder
Nr2e1_supp	Nr2e1	0.0	1.0	placeholder
Onecut3_supp	Onecut3	0.0	1.0	placeholder
Tbx20_supp	Tbx20	0.0	1.0	placeholder
Atf2_supp	Atf2	0.0	1.0	placeholder
Bhlha15_supp	Bhlha15	0.0	1.0	placeholder
Phox2a_supp	Phox2a	0.0	1.0	placeholder
Nrl_supp	Nrl	0.0	1.0	placeholder
Hoxb9_supp	Hoxb9	0.0	1.0	placeholder
Hes7_supp	Hes7	0.0	1.0	placeholder
Glis1_supp	Glis1	0.0	1.0	placeholder
Hmx1_supp	Hmx1	0.0	1.0	placeholder
Hmx2_supp	Hmx2	0.0	1.0	placeholder
Lhx1_supp	Lhx1	0.0	1.0	placeholder
Emx2_supp	Emx2	0.0	1.0	placeholder
Evx2_supp	Evx2	0.0	1.0	placeholder
Gbx1_supp	Gbx1	0.0	1.0	placeholder
Lhx6_supp	Lhx6	0.0	1.0	placeholder
Mixl1_supp	Mixl1	0.0	1.0	placeholder
Ar_supp	Ar	0.0	1.0	placeholder
Rorc_supp	Rorc	0.0	1.0	placeholder
Runx3_supp	Runx3	0.0	1.0	placeholder
Jdp2_supp	Jdp2	0.0	1.0	placeholder
Nr1i2_supp	Nr1i2	0.0	1.0	placeholder
Cdx1_supp	Cdx1	0.0	1.0	placeholder
Rfx5_supp	Rfx5	0.0	1.0	placeholder
Nid1_supp	Nid1	0.0	1.0	placeholder
Nhlh1_supp	Nhlh1	0.0	1.0	placeholder
Twist2_supp	Twist2	0.0	1.0	placeholder
Hat1_supp	Hat1	0.0	1.0	placeholder
Spdef_supp	Spdef	0.0	1.0	placeholder
Hnf1a_supp	Hnf1a	0.0	1.0	placeholder
Dmbx1_supp	Dmbx1	0.0	1.0	placeholder
Gata1_supp	Gata1	0.0	1.0	placeholder
Nfil3_supp	Nfil3	0.0	1.0	placeholder
Hnf1b_supp	Hnf1b	0.0	1.0	placeholder
Dmrtc2_supp	Dmrtc2	0.0	1.0	placeholder
Hic1_supp	Hic1	0.0	1.0	placeholder
Camta1_supp	Camta1	0.0	1.0	placeholder
Olig1_supp	Olig1	0.0	1.0	placeholder
Hlf_supp	Hlf	0.0	1.0	placeholder
Tef_supp	Tef	0.0	1.0	placeholder
Gbx2_supp	Gbx2	0.0	1.0	placeholder
Arntl_supp	Arntl	0.0	1.0	placeholder
Tfec_supp	Tfec	0.0	1.0	placeholder
Usf2_supp	Usf2	0.0	1.0	placeholder
Arnt2_supp	Arnt2	0.0	1.0	placeholder
Bhlhe40_supp	Bhlhe40	0.0	1.0	placeholder
Bhlhe41_supp	Bhlhe41	0.0	1.0	placeholder
Mlx_supp	Mlx	0.0	1.0	placeholder
Mlxipl_supp	Mlxipl	0.0	1.0	placeholder
Tfe3_supp	Tfe3	0.0	1.0	placeholder
Tfeb_supp	Tfeb	0.0	1.0	placeholder
E2f8_supp	E2f8	0.0	1.0	placeholder
Zfx_supp	Zfx	0.0	1.0	placeholder
Creb3l1_supp	Creb3l1	0.0	1.0	placeholder
Npas2_supp	Npas2	0.0	1.0	placeholder
Clock_supp	Clock	0.0	1.0	placeholder
Sohlh2_supp	Sohlh2	0.0	1.0	placeholder
Zbtb33_supp	Zbtb33	0.0	1.0	placeholder
Zfp57_supp	Zfp57	0.0	1.0	placeholder
Elk4_supp	Elk4	0.0	1.0	placeholder
Hes5_supp	Hes5	0.0	1.0	placeholder
Hey1_supp	Hey1	0.0	1.0	placeholder
Hey2_supp	Hey2	0.0	1.0	placeholder
Rfx1_supp	Rfx1	0.0	1.0	placeholder
Rfx2_supp	Rfx2	0.0	1.0	placeholder
Rfx3_supp	Rfx3	0.0	1.0	placeholder
Sry_supp	Sry	0.0	1.0	placeholder
Creb3_supp	Creb3	0.0	1.0	placeholder
Xbp1_supp	Xbp1	0.0	1.0	placeholder
Lbx2_supp	Lbx2	0.0	1.0	placeholder
Prop1_supp	Prop1	0.0	1.0	placeholder
Cux1_supp	Cux1	0.0	1.0	placeholder
Cux2_supp	Cux2	0.0	1.0	placeholder
Atf6_supp	Atf6	0.0	1.0	placeholder
Prox1_supp	Prox1	0.0	1.0	placeholder
Trp63_supp	Trp63	0.0	1.0	placeholder
Cst6_supp	Cst6	0.0	1.0	placeholder
Bcl6_supp	Bcl6	0.0	1.0	placeholder
Npas4_supp	Npas4	0.0	1.0	placeholder
Yap1_supp	Yap1	0.0	1.0	placeholder
Atf7_supp	Atf7	0.0	1.0	placeholder
Creb5_supp	Creb5	0.0	1.0	placeholder
Hoxb3_supp	Hoxb3	0.0	1.0	placeholder
Ets2_supp	Ets2	0.0	1.0	placeholder
Cebpd_supp	Cebpd	0.0	1.0	placeholder
Runx2_supp	Runx2	0.0	1.0	placeholder
Pdp1_supp	Pdp1	0.0	1.0	placeholder
Hoxc13_supp	Hoxc13	0.0	1.0	placeholder
Arid5a_supp	Arid5a	0.0	1.0	placeholder
Mybl1_supp	Mybl1	0.0	1.0	placeholder
Hoxd11_supp	Hoxd11	0.0	1.0	placeholder
Hoxc12_supp	Hoxc12	0.0	1.0	placeholder
